127.0.0.1 - - [03/Apr/2018:16:49:20 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/product/Clothes HTTP/1.1" 200 24871
127.0.0.1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/ HTTP/1.1" 200 34754
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/header.css HTTP/1.1" 200 1711
127.0.0.1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/style.css HTTP/1.1" 404 983
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/footer.css HTTP/1.1" 200 3633
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/product_added.css HTTP/1.1" 200 12044
127.0.0.1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/hover.css HTTP/1.1" 200 117554
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/hover.css HTTP/1.1" 200 117554
127.0.0.1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/index.css HTTP/1.1" 200 12655
127.0.0.1 - - [03/Apr/2018:16:49:26 +0530] "GET /forntE/resources/css/header.css HTTP/1.1" 200 1711
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/ HTTP/1.1" 404 949
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/e.png HTTP/1.1" 200 7241
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/e.png HTTP/1.1" 200 7241
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/Enforcement_Logo_large.png HTTP/1.1" 200 25382
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/logo.png HTTP/1.1" 200 6374
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/E-commerce-banner.jpg HTTP/1.1" 200 307104
0:0:0:0:0:0:0:1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/ HTTP/1.1" 404 949
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/cost-of-living.jpg HTTP/1.1" 200 224901
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/css/footer.css HTTP/1.1" 200 3633
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/e-commerce.jpg HTTP/1.1" 200 488272
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/chi-phi-du-hoc-canada-theo-dien-visa-ces.png HTTP/1.1" 200 78021
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/default_avatar_male.jpg HTTP/1.1" 200 6193
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/1.jpg HTTP/1.1" 200 101826
127.0.0.1 - - [03/Apr/2018:16:49:27 +0530] "GET /forntE/resources/image/logo.png HTTP/1.1" 200 6374
